"","transcript_id","chr_name","start","end","transcript_size","CDS_length","number_exons","gene_id","ns","s","CUB_dmel"
"29541","ENSBTAT00000026930","22",45541328,45557212,15884,1135,5,"ENSBTAG00000020221",131,41,0.501760661667022
"29542","ENSBTAT00000026998","22",56921710,56943824,22114,600,6,"ENSBTAG00000020260",26,7,0.141736983770255
"29543","ENSBTAT00000026999","22",56946048,56952376,6328,667,5,"ENSBTAG00000020263",43,17,0.216363607732664
"29544","ENSBTAT00000027056","22",38928254,38931053,2799,1373,4,"ENSBTAG00000020302",191,51,0.450322728505433
"29545","ENSBTAT00000027154","22",42346777,42616268,269491,2048,16,"ENSBTAG00000020373",55,14,0.333628809809064
"29546","ENSBTAT00000027290","22",28728645,28787175,58530,1067,7,"ENSBTAG00000020481",48,15,0.143324300403058
"29547","ENSBTAT00000027511","22",50101649,50120080,18431,1057,8,"ENSBTAG00000020645",95,29,0.385239875771483
"29548","ENSBTAT00000027919","22",50009881,50015107,5226,811,5,"ENSBTAG00000020963",88,26,0.219124254055228
"29549","ENSBTAT00000027925","22",50002630,50006418,3788,1305,12,"ENSBTAG00000020965",109,28,0.215965095040622
"29550","ENSBTAT00000027964","22",59509056,59540135,31079,1357,11,"ENSBTAG00000020998",138,38,0.27582989724687
"29551","ENSBTAT00000028139","22",52868329,52871843,3514,537,6,"ENSBTAG00000021119",62,18,0.166690014927547
"29552","ENSBTAT00000028513","22",51261961,51263012,1051,679,2,"ENSBTAG00000021390",61,26,0.217666520131946
"29553","ENSBTAT00000028588","22",7459268,7491536,32268,1196,7,"ENSBTAG00000021442",135,35,0.369540189485235
"29554","ENSBTAT00000028661","22",32437274,32457961,20687,561,3,"ENSBTAG00000021506",14,3,0.130155597861825
"29555","ENSBTAT00000028662","22",32417944,32433484,15540,1698,3,"ENSBTAG00000021508",96,42,0.183197275819192
"29556","ENSBTAT00000028840","22",56325258,56343080,17822,1661,10,"ENSBTAG00000021643",272,91,0.337847086082173
"29557","ENSBTAT00000028844","22",56308620,56317311,8691,1654,8,"ENSBTAG00000021645",116,42,0.216817918198587
"29558","ENSBTAT00000028914","22",48590078,48592763,2685,1565,4,"ENSBTAG00000021695",135,59,0.212412742598926
"29559","ENSBTAT00000028958","22",42918505,42923495,4990,1067,10,"ENSBTAG00000021724",36,13,0.263919941032366
"29560","ENSBTAT00000029105","22",37230766,37323255,92489,2525,7,"ENSBTAG00000021835",295,112,0.273017843759056
"29561","ENSBTAT00000029126","22",51220999,51246418,25419,9903,36,"ENSBTAG00000021846",542,216,0.26410863466679
"29562","ENSBTAT00000029131","22",51201358,51213038,11680,2147,13,"ENSBTAG00000021850",274,98,0.377047556658206
"29563","ENSBTAT00000029212","22",48825450,48830665,5215,1101,3,"ENSBTAG00000021912",99,21,0.505337363958791
"29564","ENSBTAT00000029213","22",39029169,39356218,327049,3944,28,"ENSBTAG00000021911",175,80,0.0723496741173787
"29565","ENSBTAT00000029348","22",43133729,43271860,138131,7852,47,"ENSBTAG00000022004",378,158,0.155306916588011
"29566","ENSBTAT00000030589","22",60241229,60279606,38377,5755,32,"ENSBTAG00000009159",656,198,1.00851222195888
"29567","ENSBTAT00000030613","22",52512368,52514209,1841,683,4,"ENSBTAG00000022598",124,53,0.162487551621382
"29568","ENSBTAT00000030619","22",51815528,51907642,92114,3142,17,"ENSBTAG00000015839",185,73,0.12163258446279
"29569","ENSBTAT00000030623","22",51910472,51925313,14841,3641,19,"ENSBTAG00000015833",335,112,0.359740016507241
"29570","ENSBTAT00000030644","22",51185051,51199168,14117,1407,6,"ENSBTAG00000021853",104,41,0.155932011843938
"29571","ENSBTAT00000030652","22",49750176,49754429,4253,759,3,"ENSBTAG00000022622",120,45,0.270066974132321
"29572","ENSBTAT00000030663","22",50509909,50514706,4797,2118,18,"ENSBTAG00000011585",269,93,0.145592701160352
"29573","ENSBTAT00000030664","22",50699139,50700776,1637,315,3,"ENSBTAG00000022632",37,12,0.191711708379935
"29574","ENSBTAT00000030667","22",15585059,15625559,40500,1037,7,"ENSBTAG00000008416",32,15,0.205705479408093
"29575","ENSBTAT00000030668","22",49291051,49366530,75479,4565,22,"ENSBTAG00000006501",169,54,0.108552995158066
"29576","ENSBTAT00000030714","22",42870969,42873054,2085,709,2,"ENSBTAG00000022656",7,2,0.168967262056886
"29577","ENSBTAT00000030715","22",42925327,43005745,80418,1657,17,"ENSBTAG00000019989",48,34,0.167550709785141
"29578","ENSBTAT00000030740","22",37782930,37959120,176190,784,5,"ENSBTAG00000000265",30,13,0.164168733823881
"29579","ENSBTAT00000030750","22",34953800,35066968,113168,3251,19,"ENSBTAG00000010360",299,102,0.331772376074414
"29580","ENSBTAT00000030754","22",32537279,32573360,36081,1566,15,"ENSBTAG00000022681",22,16,0.196985952421945
"29581","ENSBTAT00000030760","22",32358574,32380153,21579,2050,11,"ENSBTAG00000007624",141,44,0.0637655802060947
"29582","ENSBTAT00000030766","22",29206497,29276096,69599,679,5,"ENSBTAG00000022689",41,11,0.135749295919106
"29583","ENSBTAT00000030791","22",17791774,17805048,13274,451,2,"ENSBTAG00000022699",20,15,0.229657892998214
"29584","ENSBTAT00000030804","22",16715181,16719806,4625,576,3,"ENSBTAG00000016101",67,18,0.200325919221864
"29585","ENSBTAT00000030816","22",16857671,16859940,2269,547,2,"ENSBTAG00000010832",39,8,0.172663783442074
"29586","ENSBTAT00000030820","22",16890594,16900416,9822,778,5,"ENSBTAG00000007966",50,12,0.243892112554551
"29587","ENSBTAT00000030824","22",13228334,13258318,29984,1281,9,"ENSBTAG00000011702",37,10,0.14219401856245
"29588","ENSBTAT00000030851","22",11777050,11810866,33816,1452,18,"ENSBTAG00000011278",76,22,0.167807929602431
"29589","ENSBTAT00000030853","22",10551378,10553201,1823,1823,1,"ENSBTAG00000022733",92,35,0.156405137236338
"29590","ENSBTAT00000030863","22",14741027,14791360,50333,4370,16,"ENSBTAG00000002795",80,35,0.472372286737848
"29591","ENSBTAT00000030874","22",7208251,7268665,60414,2624,4,"ENSBTAG00000022744",209,62,0.940451229296031
"29592","ENSBTAT00000030970","22",15249725,15296353,46628,2296,5,"ENSBTAG00000003325",185,46,0.199301259462885
"29593","ENSBTAT00000031567","22",42696315,42716630,20315,640,8,"ENSBTAG00000023207",41,8,0.131650994994787
"29594","ENSBTAT00000032069","22",25985821,26081370,95549,3649,26,"ENSBTAG00000002471",90,37,0.375128773666469
"29595","ENSBTAT00000034609","22",51641186,51642560,1374,524,4,"ENSBTAG00000024852",40,20,0.285113194568831
"29596","ENSBTAT00000034610","22",51619131,51621060,1929,566,4,"ENSBTAG00000013356",49,22,0.350669357337252
"29597","ENSBTAT00000034856","22",56594356,56600644,6288,686,4,"ENSBTAG00000024991",36,16,0.336008113803063
"29598","ENSBTAT00000036487","22",56239712,56308180,68468,3517,29,"ENSBTAG00000019121",276,94,0.35780404396545
"29599","ENSBTAT00000036498","22",56405903,56420503,14600,679,11,"ENSBTAG00000000161",22,16,0.167044266903044
"29600","ENSBTAT00000037007","22",53633804,53707789,73985,2014,8,"ENSBTAG00000026097",258,74,0.175692747442092
"29601","ENSBTAT00000037975","22",54091026,54091283,257,257,1,"ENSBTAG00000026650",12,2,0.197869290996144
"29602","ENSBTAT00000038826","22",54859564,54982538,122974,1876,14,"ENSBTAG00000038962",98,37,0.295811654519935
"29603","ENSBTAT00000039410","22",7450851,7453046,2195,1189,2,"ENSBTAG00000034871",111,32,0.0952936942865299
"29604","ENSBTAT00000040272","22",16985438,17006102,20664,1532,19,"ENSBTAG00000011551",74,24,0.20120973793671
"29605","ENSBTAT00000040335","22",238060,268169,30109,2761,5,"ENSBTAG00000009453",191,65,0.10927560208272
"29606","ENSBTAT00000043559","22",59838839,59887372,48533,1735,8,"ENSBTAG00000018031",138,37,0.415266991864504
"29607","ENSBTAT00000043569","22",59925853,59929427,3574,1064,10,"ENSBTAG00000022575",123,27,0.476920744036991
"29608","ENSBTAT00000043631","22",60288987,60388575,99588,700,8,"ENSBTAG00000030855",57,17,0.259699813248755
"29609","ENSBTAT00000043637","22",60450235,60451736,1501,399,3,"ENSBTAG00000039194",44,14,0.235587818556636
"29610","ENSBTAT00000043678","22",60519608,60532716,13108,1442,10,"ENSBTAG00000005617",142,62,0.430771930337492
"29611","ENSBTAT00000043693","22",60551100,60575913,24813,2684,22,"ENSBTAG00000014470",311,110,0.443605567923251
"29612","ENSBTAT00000043695","22",60616031,60623707,7676,1207,2,"ENSBTAG00000008313",130,47,0.36045529033047
"29613","ENSBTAT00000043738","22",59047828,59063800,15972,841,11,"ENSBTAG00000030915",75,22,0.217509085618088
"29614","ENSBTAT00000043777","22",59150722,59164498,13776,1056,6,"ENSBTAG00000030930",131,32,0.337027940514052
"29615","ENSBTAT00000043791","22",59245951,59246502,551,551,1,"ENSBTAG00000030941",15,4,0.308280596612837
"29616","ENSBTAT00000043822","22",59393063,59502210,109147,1760,7,"ENSBTAG00000030962",230,69,0.649737856884417
"29617","ENSBTAT00000043850","22",58481489,58571542,90053,5627,40,"ENSBTAG00000003665",811,290,0.625459569387488
"29618","ENSBTAT00000043980","22",55327027,55577989,250962,2091,18,"ENSBTAG00000035827",134,44,0.112741454518854
"29619","ENSBTAT00000043987","22",55581330,55626498,45168,976,5,"ENSBTAG00000018600",193,77,0.343488812651581
"29620","ENSBTAT00000044029","22",57132772,57172273,39501,1007,7,"ENSBTAG00000031115",44,19,0.156165401725651
"29621","ENSBTAT00000044038","22",56710706,56775626,64920,1508,7,"ENSBTAG00000001333",30,7,0.107481783976804
"29622","ENSBTAT00000044041","22",56618573,56655139,36566,1367,10,"ENSBTAG00000037980",148,57,0.202419555192686
"29623","ENSBTAT00000044042","22",56710706,56756497,45791,1419,6,"ENSBTAG00000001333",28,7,0.122469565814909
"29624","ENSBTAT00000044043","22",56618573,56655139,36566,1289,10,"ENSBTAG00000037980",128,51,0.163882555654909
"29625","ENSBTAT00000044086","22",56349729,56377345,27616,3693,15,"ENSBTAG00000015273",399,127,0.575852466033378
"29626","ENSBTAT00000044304","22",54313453,54317132,3679,395,4,"ENSBTAG00000012328",45,9,0.197752569024024
"29627","ENSBTAT00000044329","22",54003598,54004470,872,872,1,"ENSBTAG00000031287",40,12,0.507048878722682
"29628","ENSBTAT00000044390","22",53488975,53565772,76797,1737,12,"ENSBTAG00000031340",111,46,0.410221692599668
"29629","ENSBTAT00000044420","22",53416529,53424491,7962,1099,2,"ENSBTAG00000031348",41,13,0.376383394973271
"29630","ENSBTAT00000044432","22",53203630,53204712,1082,1082,1,"ENSBTAG00000031355",26,13,0.185204672479909
"29631","ENSBTAT00000044459","22",52894072,52920769,26697,1105,8,"ENSBTAG00000008013",55,12,0.189955632092661
"29632","ENSBTAT00000044676","22",52297886,52301363,3477,512,4,"ENSBTAG00000031519",79,19,0.183745533686905
"29633","ENSBTAT00000044741","22",51974835,52081099,106264,2998,26,"ENSBTAG00000031567",125,36,0.291330803344019
"29634","ENSBTAT00000044788","22",51592923,51594177,1254,428,4,"ENSBTAG00000053016",0,0,0.18382238400832
"29635","ENSBTAT00000044791","22",51653983,51655076,1093,366,3,"ENSBTAG00000031594",56,21,0.157473911876555
"29636","ENSBTAT00000044798","22",51607354,51608515,1161,378,3,"ENSBTAG00000039879",78,21,0.207717765378239
"29637","ENSBTAT00000045083","22",49380032,49383589,3557,533,4,"ENSBTAG00000031797",15,3,0.104928346572571
"29638","ENSBTAT00000045376","22",50484255,50507304,23049,3901,38,"ENSBTAG00000011588",423,126,0.348782980356436
"29639","ENSBTAT00000045586","22",50002630,50004731,2101,561,6,"ENSBTAG00000020965",59,18,0.214744598601151
"29640","ENSBTAT00000045596","22",49872348,49984934,112586,3188,37,"ENSBTAG00000009489",321,89,0.261809094719799
"29641","ENSBTAT00000045730","22",49169590,49217583,47993,4383,21,"ENSBTAG00000032253",271,84,0.106298798681499
"29642","ENSBTAT00000045775","22",49024762,49026178,1416,486,3,"ENSBTAG00000032279",14,4,0.205232432516438
"29643","ENSBTAT00000045795","22",48984163,48989507,5344,1523,13,"ENSBTAG00000000671",166,46,0.254503981717071
"29644","ENSBTAT00000045814","22",48948396,48952706,4310,1106,13,"ENSBTAG00000032304",96,28,0.177681357348693
"29645","ENSBTAT00000045935","22",47024543,47030929,6386,272,4,"ENSBTAG00000032374",5,5,0.268992854581971
"29646","ENSBTAT00000045956","22",46056022,46062654,6632,1047,3,"ENSBTAG00000013124",86,33,0.111267293502831
"29647","ENSBTAT00000046158","22",48056143,48056999,856,243,3,"ENSBTAG00000032531",58,27,0.165933666335595
"29648","ENSBTAT00000046670","22",37610548,37619595,9047,601,8,"ENSBTAG00000032872",16,6,0.374185012973445
"29649","ENSBTAT00000046850","22",32494364,32524531,30167,3259,17,"ENSBTAG00000015554",192,52,0.577055121016629
"29650","ENSBTAT00000047319","22",17583359,17693297,109938,1356,12,"ENSBTAG00000012142",48,13,0.525670428327236
"29651","ENSBTAT00000047389","22",17088387,17115295,26908,738,3,"ENSBTAG00000010916",99,30,0.299207979808184
"29652","ENSBTAT00000047486","22",16280834,16302838,22004,791,7,"ENSBTAG00000016622",34,12,0.296688204386597
"29653","ENSBTAT00000047533","22",14824857,14832612,7755,1501,11,"ENSBTAG00000033422",116,20,0.194222617768678
"29654","ENSBTAT00000047754","22",16924828,16933482,8654,1288,8,"ENSBTAG00000007961",162,56,0.259908077977388
"29655","ENSBTAT00000048363","22",14946842,14949555,2713,496,2,"ENSBTAG00000034106",18,10,0.171299892072463
"29656","ENSBTAT00000048382","22",12466072,12475736,9664,2156,16,"ENSBTAG00000010477",232,58,0.202062363170452
"29657","ENSBTAT00000048711","22",11609613,11611620,2007,655,2,"ENSBTAG00000000563",55,18,0.16435518691739
"29658","ENSBTAT00000048868","22",22004739,22004948,209,209,1,"ENSBTAG00000034496",0,6,0.304223793684151
"29659","ENSBTAT00000048965","22",10457993,10465299,7306,693,6,"ENSBTAG00000016758",20,11,0.0979193735939589
"29660","ENSBTAT00000049002","22",9643334,9646024,2690,263,4,"ENSBTAG00000007732",7,8,0.15834552523096
"29661","ENSBTAT00000049255","22",49132160,49158590,26430,935,4,"ENSBTAG00000034796",129,39,0.228811943843518
"29662","ENSBTAT00000049275","22",7499867,7541906,42039,1867,5,"ENSBTAG00000005327",211,78,0.145769451674231
"29663","ENSBTAT00000049352","22",7313129,7314205,1076,1076,1,"ENSBTAG00000034883",17,14,0.213163151854149
"29664","ENSBTAT00000049776","22",2858364,2941152,82788,980,7,"ENSBTAG00000022751",38,11,0.419564159525337
"29665","ENSBTAT00000050314","22",55327027,55464588,137561,2079,18,"ENSBTAG00000035827",112,41,0.103340400003122
"29666","ENSBTAT00000050396","22",58938932,58974160,35228,3139,14,"ENSBTAG00000003244",296,88,0.392243108757815
"29667","ENSBTAT00000050397","22",58892461,58939742,47281,1801,17,"ENSBTAG00000003242",148,43,0.232588906006949
"29668","ENSBTAT00000052022","22",59173589,59174230,641,641,1,"ENSBTAG00000040116",62,17,0.40613106125913
"29669","ENSBTAT00000052053","22",17007962,17051984,44022,1773,18,"ENSBTAG00000009765",110,40,0.124474588184054
"29670","ENSBTAT00000052073","22",11460041,11481093,21052,2253,15,"ENSBTAG00000037726",205,58,0.291844547907049
"29671","ENSBTAT00000052079","22",50023967,50026504,2537,1416,3,"ENSBTAG00000000484",131,36,0.166311653633367
"29672","ENSBTAT00000052302","22",50035332,50036346,1014,879,3,"ENSBTAG00000038084",142,44,0.20445332955389
"29673","ENSBTAT00000052357","22",50883794,50887919,4125,1402,11,"ENSBTAG00000022635",171,62,0.204857064371503
"29674","ENSBTAT00000052411","22",14932012,14933042,1030,1027,2,"ENSBTAG00000014162",9,8,0.175351488027336
"29675","ENSBTAT00000052413","22",49105357,49105929,572,572,1,"ENSBTAG00000039664",66,20,0.136053545575464
"29676","ENSBTAT00000052754","22",50379122,50382733,3611,3611,1,"ENSBTAG00000040083",430,130,0.118526855391722
"29677","ENSBTAT00000053200","22",52750412,52771932,21520,904,5,"ENSBTAG00000038616",27,9,0.153732198333924
"29678","ENSBTAT00000053491","22",37620793,37631075,10282,792,6,"ENSBTAG00000039133",11,5,0.273502620331982
"29679","ENSBTAT00000053558","22",53741199,53882367,141168,2663,19,"ENSBTAG00000007315",208,79,0.0838960641517032
"29680","ENSBTAT00000053679","22",51249216,51259684,10468,2268,21,"ENSBTAG00000038381",176,69,0.187737358679705
"29681","ENSBTAT00000054070","22",49048892,49052523,3631,528,3,"ENSBTAG00000037410",22,9,0.185115459412626
"29682","ENSBTAT00000054270","22",56513076,56542516,29440,1928,16,"ENSBTAG00000045748",46,15,0.110455569212887
"29683","ENSBTAT00000054347","22",14885613,14886530,917,286,2,"ENSBTAG00000038640",5,2,0.421340910575538
"29684","ENSBTAT00000054584","22",35069451,35214749,145298,812,10,"ENSBTAG00000037972",75,35,0.290823798293502
"29685","ENSBTAT00000054653","22",21524040,21848763,324723,8070,57,"ENSBTAG00000020455",267,124,0.132243045673261
"29686","ENSBTAT00000054819","22",53741300,53882367,141067,2689,20,"ENSBTAG00000007315",219,76,0.102289492581048
"29687","ENSBTAT00000054868","22",51401425,51418837,17412,2354,13,"ENSBTAG00000008399",273,101,0.108374419324067
"29688","ENSBTAT00000054998","22",52694737,52698197,3460,975,6,"ENSBTAG00000037821",40,11,0.137275458718531
"29689","ENSBTAT00000055077","22",48955506,48957705,2199,537,3,"ENSBTAG00000053854",79,18,0.151368436697558
"29690","ENSBTAT00000055134","22",52773679,52778841,5162,1247,7,"ENSBTAG00000005019",75,33,0.10845280644002
"29691","ENSBTAT00000055181","22",58105078,58106777,1699,968,4,"ENSBTAG00000023918",52,19,0.154349733071161
"29692","ENSBTAT00000055237","22",21901759,21994168,92409,1113,9,"ENSBTAG00000039855",65,35,0.13501161094767
"29693","ENSBTAT00000055475","22",16432518,16444488,11970,3118,5,"ENSBTAG00000037803",172,51,0.319740663037053
"29694","ENSBTAT00000055832","22",14817226,14824059,6833,1866,6,"ENSBTAG00000006563",228,63,0.514853801650538
"29695","ENSBTAT00000056458","22",238060,254465,16405,2764,5,"ENSBTAG00000009453",191,64,0.1115904266129
"29696","ENSBTAT00000056583","22",10392259,10455837,63578,1990,26,"ENSBTAG00000016760",96,39,0.136514662439515
"29697","ENSBTAT00000057012","22",49011944,49013769,1825,445,2,"ENSBTAG00000040574",2,1,0.245787792808273
"29698","ENSBTAT00000057245","22",58119839,58120750,911,911,1,"ENSBTAG00000017173",18,8,0.213568783253994
"29699","ENSBTAT00000057378","22",10736676,10751808,15132,2309,4,"ENSBTAG00000039727",274,78,0.33451291075518
"29700","ENSBTAT00000057452","22",50883794,50897771,13977,5374,32,"ENSBTAG00000022635",779,271,0.242361739382309
"29701","ENSBTAT00000060943","22",16508007,16564103,56096,4129,35,"ENSBTAG00000016726",187,61,0.281920190776559
"29702","ENSBTAT00000060980","22",23254713,23781559,526846,3056,22,"ENSBTAG00000033225",102,51,0.238590057810886
"29703","ENSBTAT00000060984","22",43940324,44002734,62410,2194,14,"ENSBTAG00000010999",172,60,0.159285780172587
"29704","ENSBTAT00000061057","22",9643334,9757945,114611,2190,15,"ENSBTAG00000007732",131,70,0.140180537657328
"29705","ENSBTAT00000061088","22",16209293,16269701,60408,4939,20,"ENSBTAG00000044167",54,31,0.679856131743389
"29706","ENSBTAT00000061279","22",47943514,47992071,48557,2575,20,"ENSBTAG00000011345",56,32,0.176050455090969
"29707","ENSBTAT00000061397","22",48286500,48289436,2936,238,2,"ENSBTAG00000044079",26,9,0.177013900386453
"29708","ENSBTAT00000061412","22",45924855,46635111,710256,2955,36,"ENSBTAG00000013117",73,28,0.0922887723033145
"29709","ENSBTAT00000061439","22",43324322,43471741,147419,2503,23,"ENSBTAG00000021164",77,21,0.370995592185941
"29710","ENSBTAT00000061448","22",2110757,2115756,4999,2097,6,"ENSBTAG00000016920",85,54,0.228934731275208
"29711","ENSBTAT00000061510","22",3856819,4627477,770658,1294,14,"ENSBTAG00000044062",29,12,0.171132292129768
"29712","ENSBTAT00000061562","22",16828960,16840283,11323,2129,19,"ENSBTAG00000033669",220,73,0.254310941844112
"29713","ENSBTAT00000061607","22",44403379,44442693,39314,2912,19,"ENSBTAG00000019746",71,23,0.600924104191808
"29714","ENSBTAT00000061626","22",47812899,47851448,38549,1610,13,"ENSBTAG00000020973",71,24,0.103860376718043
"29715","ENSBTAT00000062935","22",50399308,50416549,17241,1401,15,"ENSBTAG00000004877",100,32,0.155837379891907
"29716","ENSBTAT00000062950","22",48434884,48437569,2685,477,6,"ENSBTAG00000045757",19,8,0.214210787891176
"29717","ENSBTAT00000063071","22",53336390,53400612,64222,4318,17,"ENSBTAG00000015698",638,181,0.294169644806863
"29718","ENSBTAT00000063253","22",6158372,6498868,340496,2098,11,"ENSBTAG00000009194",214,67,0.330987216317479
"29719","ENSBTAT00000063320","22",16650410,16667927,17517,1144,8,"ENSBTAG00000006193",82,35,0.125788021821965
"29720","ENSBTAT00000063341","22",49075129,49079632,4503,448,2,"ENSBTAG00000045942",41,8,0.175666566246477
"29721","ENSBTAT00000063349","22",51815528,51907642,92114,6393,18,"ENSBTAG00000015839",439,138,0.211154148240211
"29722","ENSBTAT00000063439","22",43699421,43831367,131946,9331,59,"ENSBTAG00000020802",60,39,0.640119575721845
"29723","ENSBTAT00000063448","22",39029169,39358064,328895,4126,29,"ENSBTAG00000021911",193,90,0.0626193512968865
"29724","ENSBTAT00000063548","22",42794163,42813818,19655,672,3,"ENSBTAG00000046763",59,26,0.177844115440622
"29725","ENSBTAT00000063720","22",57548659,57595689,47030,2973,15,"ENSBTAG00000040133",202,70,0.17726479291332
"29726","ENSBTAT00000063772","22",28728645,28787675,59030,1055,7,"ENSBTAG00000020481",48,15,0.138797591641212
"29727","ENSBTAT00000063855","22",48466452,48478322,11870,1118,10,"ENSBTAG00000047658",26,8,0.22396956004531
"29728","ENSBTAT00000063953","22",42346777,42616268,269491,2333,16,"ENSBTAG00000020373",61,16,0.359482223551568
"29729","ENSBTAT00000063984","22",5110733,5181406,70673,1778,7,"ENSBTAG00000019832",153,47,0.417122512163709
"29730","ENSBTAT00000064109","22",48479314,48486497,7183,2170,17,"ENSBTAG00000045817",237,84,0.171484599829192
"29731","ENSBTAT00000064365","22",60733490,60734812,1322,864,3,"ENSBTAG00000046534",65,30,0.234856105480917
"29732","ENSBTAT00000064429","22",42696315,42716630,20315,644,7,"ENSBTAG00000023207",44,9,0.140295294883719
"29733","ENSBTAT00000064461","22",60496499,60517365,20866,2463,9,"ENSBTAG00000009874",343,111,0.368598413447811
"29734","ENSBTAT00000064757","22",16566971,16567958,987,385,2,"ENSBTAG00000047611",19,13,0.29168934283851
"29735","ENSBTAT00000064843","22",51815528,51907642,92114,6403,17,"ENSBTAG00000015839",429,138,0.212623015830188
"29736","ENSBTAT00000065084","22",53351863,53400612,48749,3750,12,"ENSBTAG00000015698",619,172,0.376860164224329
"29737","ENSBTAT00000065210","22",51974835,52081327,106492,2962,26,"ENSBTAG00000031567",101,38,0.308284479183448
"29738","ENSBTAT00000065280","22",10591437,10686504,95067,8907,24,"ENSBTAG00000021452",772,204,0.177527763989267
"29739","ENSBTAT00000065485","22",12106805,12195313,88508,5901,27,"ENSBTAG00000046911",245,121,0.110230236180264
"29740","ENSBTAT00000065486","22",48445819,48454604,8785,2294,16,"ENSBTAG00000046924",281,96,0.284946105229163
"29741","ENSBTAT00000065507","22",12431755,12440437,8682,1260,9,"ENSBTAG00000047135",144,42,0.233981736085048
"29742","ENSBTAT00000065511","22",54085716,54138904,53188,2499,9,"ENSBTAG00000012482",238,101,0.298694152133784
"29743","ENSBTAT00000065626","22",16329362,16337918,8556,3075,6,"ENSBTAG00000046301",185,55,0.153574101103346
"29744","ENSBTAT00000065632","22",12509896,12515355,5459,5459,1,"ENSBTAG00000046512",579,219,0.208181413429173
"29745","ENSBTAT00000065735","22",16890082,16910868,20786,2625,12,"ENSBTAG00000007966",125,33,0.241677767494201
"29746","ENSBTAT00000065772","22",1486703,1600105,113402,1169,13,"ENSBTAG00000000220",23,20,0.266980231440648
"29747","ENSBTAT00000065868","22",1756789,1876055,119266,3629,25,"ENSBTAG00000018227",174,86,0.152978016311724
"29748","ENSBTAT00000066095","22",48488288,48533380,45092,9604,59,"ENSBTAG00000047794",625,210,0.562121521096856
"29749","ENSBTAT00000066111","22",17583359,17693297,109938,1428,12,"ENSBTAG00000012142",48,14,0.559159577702169
"29750","ENSBTAT00000066173","22",50485830,50487386,1556,1556,1,"ENSBTAG00000045547",237,88,0.323444460464496
"29751","ENSBTAT00000066226","22",13635730,13637448,1718,1718,1,"ENSBTAG00000047441",65,25,0.581167620123473
"29752","ENSBTAT00000066256","22",56405903,56418426,12523,746,7,"ENSBTAG00000000161",54,18,0.18639431671918
"29753","ENSBTAT00000066273","22",17132378,17168827,36449,4468,23,"ENSBTAG00000019193",138,56,0.229917784479759
"29754","ENSBTAT00000066387","22",59578457,59617549,39092,1864,5,"ENSBTAG00000011547",107,56,0.235094831344809
"29755","ENSBTAT00000066403","22",15237833,15296353,58520,2404,8,"ENSBTAG00000003325",189,50,0.170479473582294
"29756","ENSBTAT00000066407","22",42925327,43005745,80418,1629,15,"ENSBTAG00000019989",58,34,0.164495658139429
"29757","ENSBTAT00000066447","22",31617850,31708244,90394,1395,9,"ENSBTAG00000006679",59,22,0.145800950333579
"29758","ENSBTAT00000066508","22",53574678,53613716,39038,1694,19,"ENSBTAG00000003501",45,21,0.309167047608127
"29759","ENSBTAT00000066534","22",50084784,50091122,6338,2230,17,"ENSBTAG00000010138",260,88,0.262041229964356
"29760","ENSBTAT00000066567","22",51599770,51621060,21290,461,4,"ENSBTAG00000013356",44,19,0.199760072731511
"29761","ENSBTAT00000066652","22",47033112,47048658,15546,2008,14,"ENSBTAG00000011180",91,41,0.205348541317231
"29762","ENSBTAT00000066665","22",12391437,12428039,36602,1991,19,"ENSBTAG00000003745",48,17,0.372240761933223
"29763","ENSBTAT00000066676","22",48534897,48561179,26282,858,6,"ENSBTAG00000054920",66,28,0.244949983595521
"29764","ENSBTAT00000066678","22",43833293,43846655,13362,1743,9,"ENSBTAG00000016013",45,16,0.220757255918257
"29765","ENSBTAT00000066679","22",32247206,32380153,132947,2921,22,"ENSBTAG00000007624",145,52,0.0514666554537217
"29766","ENSBTAT00000066877","22",59348611,59354106,5495,2310,3,"ENSBTAG00000019707",294,139,0.308893144499362
"29767","ENSBTAT00000066882","22",53351863,53400612,48749,3545,13,"ENSBTAG00000015698",567,152,0.382163059345201
"29768","ENSBTAT00000066899","22",48488288,48533380,45092,9546,60,"ENSBTAG00000047794",627,206,0.549353570396341
"29769","ENSBTAT00000066923","22",42781147,42813818,32671,636,3,"ENSBTAG00000046763",56,26,0.215301314230114
"29770","ENSBTAT00000066934","22",57788565,57868863,80298,2152,14,"ENSBTAG00000011088",136,57,0.304077317123728
"29771","ENSBTAT00000067000","22",49993102,50000867,7765,1286,13,"ENSBTAG00000019161",65,14,0.22891406853086
"29772","ENSBTAT00000067015","22",43322859,43471741,148882,2400,21,"ENSBTAG00000021164",57,16,0.371573652522704
"29773","ENSBTAT00000067052","22",52213247,52263113,49866,3624,21,"ENSBTAG00000015782",525,163,0.453199188485576
"29774","ENSBTAT00000067096","22",48059612,48074433,14821,2708,22,"ENSBTAG00000007850",208,62,0.164685577663086
"29775","ENSBTAT00000067100","22",52704420,52707948,3528,1177,5,"ENSBTAG00000052304",39,21,0.213936026884318
"29776","ENSBTAT00000067108","22",32663367,32789305,125938,415,5,"ENSBTAG00000003110",10,0,0.137025453301619
"29777","ENSBTAT00000067121","22",52731644,52738999,7355,931,5,"ENSBTAG00000031447",34,17,0.142246493829955
